,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
1176,Definition (ft. Jason Aalon Of Fever 333),Jason Aalon Butler,0.501,0.898,8.0,-4.267,1.0,0.0647,0.000259,0.0,0.121,0.603,160.006,spotify:track:4un1zMkZQeTvShAIeq7TZw,176318.0,4.0
1177,Shoulders,Coheed and Cambria,0.284,0.974,7.0,-2.147,0.0,0.297,0.00534,9.76e-06,0.117,0.316,195.987,spotify:track:4o7yTUS7EFgYOcFDyN8U27,205205.0,4.0
1178,Don't Hate Me,Badflower,0.613,0.79,1.0,-4.737,0.0,0.0384,0.000395,0.00103,0.337,0.457,125.984,spotify:track:4ysafP9rgpNQXYddVsepKW,251011.0,4.0
1179,My Mother Wants Me Dead,carolesdaughter,0.446,0.681,10.0,-4.474,1.0,0.0655,0.00187,4.71e-05,0.135,0.52,190.003,spotify:track:3ADDLOa2NjjLFQ7g2FTiYx,105352.0,4.0
1180,TV or Not TV,Liily,0.681,0.67,4.0,-6.005,0.0,0.0299,2.5e-05,0.0168,0.144,0.565,115.027,spotify:track:69yLIX3dwFMpoAqW1a98O2,220286.0,4.0
1181,A Hunger In Your Haunt,Biffy Clyro,0.395,0.927,5.0,-4.167,1.0,0.0617,0.000106,0.00325,0.122,0.454,176.976,spotify:track:6fO5kCic9UU6AFPet7jFBn,229155.0,3.0
1182,Let’s Get The Party Started (feat. Bring Me The Horizon),Tom Morello,0.279,0.849,6.0,-3.975,1.0,0.103,0.00119,0.0,0.189,0.385,176.13,spotify:track:5BdiprSBqgkULtloEFbhfF,212572.0,4.0
1183,Let’s Get The Party Started (feat. Bring Me The Horizon),Bring Me The Horizon,0.279,0.849,6.0,-3.975,1.0,0.103,0.00119,0.0,0.189,0.385,176.13,spotify:track:5BdiprSBqgkULtloEFbhfF,212572.0,4.0
1184,Petrichor,Cassyette,0.393,0.635,4.0,-6.936,0.0,0.119,0.00191,0.00301,0.125,0.37,163.892,spotify:track:6MRk1DdNtF7OZSVZYtvZyw,243783.0,4.0
1185,HELL TO HAVE YOU,Our Last Night,0.412,0.92,5.0,-3.434,0.0,0.134,0.000997,0.0,0.558,0.474,135.031,spotify:track:75IgEto7grPuLZpqr1L1kQ,173666.0,4.0
1186,HELL TO HAVE YOU,Sam Tinnesz,0.412,0.92,5.0,-3.434,0.0,0.134,0.000997,0.0,0.558,0.474,135.031,spotify:track:75IgEto7grPuLZpqr1L1kQ,173666.0,4.0
1187,EARTHRISE,STARSET,0.438,0.727,7.0,-5.883,0.0,0.0323,0.00266,1.09e-05,0.163,0.297,76.075,spotify:track:56v5UfviHZFpZ0lghilvOI,296907.0,4.0
1188,molotov [OK],Stand Atlantic,0.491,0.997,1.0,-3.159,1.0,0.188,3.9e-05,0.0,0.459,0.0384,92.99,spotify:track:6m0vqKogDYkJwwwpvNjyJT,136157.0,4.0
1189,Adrenaline,Zero 9:36,0.51,0.726,7.0,-5.578,1.0,0.0359,0.00168,0.0,0.0647,0.228,140.017,spotify:track:3QSVzVODWkWzGeDOGHZW0F,204199.0,4.0
1190,Detroit Rock City,KISS,0.454,0.847,0.0,-10.981,0.0,0.115,0.00953,0.000285,0.15,0.317,90.291,spotify:track:3IjrDeaVRFEi3GgHI5xyjX,227467.0,4.0
1192,Take It Easy - 2013 Remaster,Eagles,0.575,0.67,7.0,-10.39,1.0,0.0318,0.343,4.95e-06,0.129,0.74,139.191,spotify:track:4yugZvBYaoREkJKtbG08Qr,211578.0,4.0
1193,Layla,Derek & The Dominos,0.404,0.902,1.0,-3.88,1.0,0.0665,0.577,0.297,0.287,0.497,115.669,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,423840.0,4.0
1194,Go Your Own Way - 2004 Remaster,Fleetwood Mac,0.583,0.947,5.0,-5.12,1.0,0.0378,0.0185,0.00109,0.0679,0.803,135.448,spotify:track:07GvNcU1WdyZJq3XxP0kZa,223613.0,4.0
1195,Maggie May - Remastered Version,Rod Stewart,0.62,0.559,2.0,-10.568,1.0,0.037,0.716,0.435,0.133,0.527,129.4,spotify:track:1r3kj1yMff7ilIsR7hpvUo,345680.0,4.0
1196,Listen to the Music,The Doobie Brothers,0.645,0.598,1.0,-13.18,0.0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,227267.0,4.0
1198,Band On The Run - Remastered 2010,Wings,0.479,0.601,7.0,-8.806,1.0,0.0318,0.0832,0.00142,0.11,0.669,124.966,spotify:track:1H4idkmruFoJBg1DvUv2tY,313027.0,4.0
1200,Don't Stop - 2004 Remaster,Fleetwood Mac,0.671,0.71,9.0,-7.724,1.0,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,spotify:track:4bEb3KE4mSKlTFjtWJQBqO,193347.0,4.0
1204,Running on Empty,Jackson Browne,0.531,0.948,9.0,-5.438,1.0,0.0568,0.006,0.0117,0.694,0.498,136.891,spotify:track:4MZEZz8MqVgvIMXU6AVP22,298093.0,4.0
1206,The Boys Are Back In Town,Thin Lizzy,0.445,0.706,8.0,-9.803,1.0,0.0461,0.234,0.000252,0.205,0.768,80.823,spotify:track:43DeSV93pJPT4lCZaWZ6b1,266720.0,4.0
1207,Lola - Remastered,The Kinks,0.468,0.839,9.0,-7.39,1.0,0.0365,0.459,0.461,0.151,0.935,151.842,spotify:track:7bIQeY33PkduZRmR3h9BIY,242027.0,4.0
1210,Born to Run,Bruce Springsteen,0.27,0.944,4.0,-4.199,1.0,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,spotify:track:6hTcuIQa0sxrrByu9wTD7s,269920.0,4.0
1211,Cocaine,Eric Clapton,0.699,0.502,9.0,-12.526,1.0,0.0278,0.0607,0.0337,0.317,0.676,105.266,spotify:track:3ykSdTGmYPFl8pDBXer1zG,221640.0,4.0
1214,Beast Of Burden - Remastered 1994,The Rolling Stones,0.783,0.878,1.0,-3.864,0.0,0.0308,0.39,0.000778,0.0426,0.885,100.626,spotify:track:77oU2rjC5XbjQfNe3bD6so,265173.0,4.0
1215,Up Around The Bend,Creedence Clearwater Revival,0.589,0.85,2.0,-6.143,1.0,0.0343,0.0606,0.779,0.274,0.813,130.318,spotify:track:36gPq8WG7tDxrblyGVUCiT,161467.0,4.0
1217,Reelin' In The Years,Steely Dan,0.523,0.758,2.0,-9.81,1.0,0.0403,0.133,0.0,0.0952,0.766,135.437,spotify:track:1I7zHEdDx8Ny5RxzYPqsU2,277267.0,4.0
1219,Rebel Rebel - 2016 Remaster,David Bowie,0.635,0.686,9.0,-15.648,1.0,0.053,0.209,0.0176,0.282,0.464,125.988,spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,274747.0,4.0
1220,Get It On,T. Rex,0.728,0.878,11.0,-6.926,0.0,0.0564,0.176,0.856,0.61,0.911,126.59,spotify:track:0LoQuiekvzqx7n8flgEKzF,262613.0,4.0
1221,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,0.479,0.512,11.0,-12.462,0.0,0.0382,0.000199,0.0164,0.123,0.795,118.953,spotify:track:4Ich2datyOWMWvdNjksBDT,232467.0,4.0
1223,Don't Bring Me Down,Electric Light Orchestra,0.638,0.867,2.0,-6.469,1.0,0.0331,0.144,0.000733,0.0846,0.805,115.692,spotify:track:72ahyckBJfTigJCFCviVN7,243373.0,4.0
1224,Brown Sugar - 2005 Digital Remaster,The Rolling Stones,0.654,0.873,0.0,-6.01,1.0,0.0329,0.219,2.85e-05,0.0838,0.967,128.899,spotify:track:7bdBuquSmLkOR81YMSuRV5,229627.0,4.0
1225,Sultans Of Swing,Dire Straits,0.733,0.794,5.0,-10.023,1.0,0.0307,0.0614,0.0367,0.33,0.931,148.174,spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,348624.0,4.0
1227,Changes - 2015 Remaster,David Bowie,0.547,0.308,0.0,-11.75,1.0,0.0377,0.505,0.0,0.109,0.41,114.719,spotify:track:0LrwgdLsFaWh9VXIjBRe8t,217747.0,4.0
1229,Hotel California - 2013 Remaster,Eagles,0.579,0.508,2.0,-9.484,1.0,0.027,0.00574,0.000494,0.0575,0.609,147.125,spotify:track:40riOy7x9W7GXjyGp4pjAv,391376.0,4.0
1231,Who'll Stop The Rain,Creedence Clearwater Revival,0.598,0.797,7.0,-6.793,1.0,0.0332,0.0424,0.000407,0.0717,0.622,123.566,spotify:track:3Bh6uInhcVBVvLraGZdkKD,147493.0,4.0
1232,China Grove,The Doobie Brothers,0.623,0.91,9.0,-8.448,1.0,0.0384,0.319,0.000448,0.081,0.745,145.624,spotify:track:7cy1bEJV6FCtDaYpsk8aG6,195307.0,4.0
1233,Live And Let Die,Paul McCartney,0.356,0.479,7.0,-11.513,1.0,0.0632,0.093,0.000158,0.291,0.208,152.563,spotify:track:2TEW9YkQDKRHUxCHbEn0Gk,194827.0,4.0
1234,Blinded By The Light,Manfred Mann's Earth Band,0.456,0.696,5.0,-10.0,1.0,0.0653,0.291,0.000207,0.0853,0.508,142.156,spotify:track:7kNNylJ1kswWbHeRM6UDuE,428133.0,4.0
1235,Fly Like An Eagle,Steve Miller Band,0.561,0.754,9.0,-12.769,0.0,0.112,0.61,0.0194,0.328,0.642,100.08,spotify:track:3e0FzZjTXOUtiJGSClOBrI,282693.0,4.0
1238,Roxanne,The Police,0.618,0.748,0.0,-8.905,1.0,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,spotify:track:3EYOJ48Et32uATr9ZmLnAo,191947.0,4.0
1239,Walk This Way,Aerosmith,0.653,0.73,5.0,-10.613,1.0,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,spotify:track:5SZ6zX4rOrEQferfFC2MfP,220400.0,4.0
1240,Runnin' with the Devil - 2015 Remaster,Van Halen,0.472,0.9,8.0,-6.406,0.0,0.0582,0.148,0.000297,0.34,0.42,95.826,spotify:track:3KhF2YiNpJvGpfiCW45R6D,214960.0,4.0
1242,Piano Man,Billy Joel,0.334,0.472,0.0,-8.792,1.0,0.0277,0.6,3.77e-06,0.317,0.431,179.167,spotify:track:3FCto7hnn1shUyZL42YgfO,336093.0,3.0
1243,Night Moves,Bob Seger,0.705,0.743,1.0,-6.631,1.0,0.042,0.432,0.0133,0.103,0.374,118.552,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,324423.0,4.0
1244,Can't Get Enough - 2009 Remaster,Bad Company,0.662,0.763,0.0,-7.475,1.0,0.0397,0.132,0.0013,0.067,0.699,126.333,spotify:track:3DnzFhjydj8XXtCAnVKz14,254400.0,4.0
1245,Life's Been Good,Joe Walsh,0.505,0.476,2.0,-12.897,1.0,0.0711,0.25,0.00915,0.113,0.542,99.31,spotify:track:2wvMC5EyaaYQwBfiwwY2xE,536227.0,4.0
1246,Bennie And The Jets - Remastered 2014,Elton John,0.665,0.673,0.0,-7.95,1.0,0.0493,0.259,7.62e-06,0.497,0.779,132.642,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,322549.0,4.0
1247,Message In A Bottle - Remastered 2003,The Police,0.582,0.81,1.0,-7.024,0.0,0.0396,0.0338,1.68e-05,0.202,0.875,151.006,spotify:track:5xD021bM8VbqrhCVhxRozx,290280.0,4.0
1248,L.A. Woman,The Doors,0.354,0.731,2.0,-9.178,1.0,0.0382,0.0812,0.00124,0.115,0.697,170.633,spotify:track:6DmfWj5kOa1fX8AwN9byOn,471160.0,4.0
1252,American Woman,The Guess Who,0.55,0.726,2.0,-8.51,1.0,0.0516,0.146,0.00608,0.428,0.37,92.697,spotify:track:3LQPTJEqOfljGBxmpgUnoC,307493.0,4.0
1253,Paradise By the Dashboard Light,Meat Loaf,0.326,0.872,2.0,-7.602,1.0,0.122,0.214,0.0,0.461,0.492,173.381,spotify:track:2g7gviEeJr6pyxO7G35EWQ,508333.0,4.0
1254,Tush - 2006 Remaster,ZZ Top,0.58,0.885,0.0,-5.154,0.0,0.0715,0.1,0.00157,0.146,0.788,145.405,spotify:track:6zGDIDjfDkPyNxrEERO3XG,137933.0,4.0
1255,I Shot The Sheriff,Eric Clapton,0.73,0.639,7.0,-11.025,0.0,0.0524,0.0853,0.00221,0.102,0.658,94.395,spotify:track:0UOxp1BpnD8uPQMKU4wKjz,263747.0,4.0
1256,Who Are You,The Who,0.653,0.631,9.0,-11.334,1.0,0.0461,0.299,0.00265,0.0627,0.516,156.32,spotify:track:02DurCgOvDdX0uKEjqcl3W,381627.0,4.0
1257,Tangled up in Blue,Bob Dylan,0.421,0.661,9.0,-13.126,1.0,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,spotify:track:6Vcwr9tb3ZLO63F8DL8cqu,341627.0,4.0
1258,Heart of Gold - 2017 Remaster,Neil Young,0.542,0.444,4.0,-11.567,0.0,0.0295,0.212,0.0519,0.102,0.827,171.719,spotify:track:5IRWgQiN0c2i4U97iE3OoY,187013.0,4.0
1259,Wild Horses - 2009 Mix,The Rolling Stones,0.432,0.389,7.0,-6.517,1.0,0.0255,0.687,0.0107,0.0788,0.158,139.506,spotify:track:52dm9op3rbfAkc1LGXgipW,341773.0,4.0
1260,Black Betty,Ram Jam,0.465,0.865,11.0,-9.573,0.0,0.098,0.018,0.00135,0.0769,0.677,117.528,spotify:track:2ZOTtG7v1OrSNs6EINIGb4,237893.0,4.0
1261,Jet Airliner,Steve Miller Band,0.585,0.619,5.0,-12.923,1.0,0.0324,0.0405,3.48e-05,0.326,0.933,122.872,spotify:track:4PMx9RSiKlgry322H27rrZ,265840.0,4.0
1262,School's Out,Alice Cooper,0.294,0.745,5.0,-9.138,1.0,0.0461,0.05,0.125,0.676,0.347,134.364,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,210107.0,4.0
1264,Knockin' On Heaven's Door,Bob Dylan,0.513,0.396,7.0,-13.061,1.0,0.0299,0.251,0.177,0.11,0.229,140.208,spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,149880.0,4.0
1265,Hold the Line,TOTO,0.473,0.898,6.0,-4.797,0.0,0.0561,0.00783,0.0618,0.173,0.808,96.556,spotify:track:4aVuWgvD0X63hcOCnZtNFA,235547.0,4.0
1267,Wheel in the Sky,Journey,0.442,0.745,2.0,-8.623,0.0,0.0741,0.084,2.18e-05,0.136,0.368,105.184,spotify:track:215wUTQQUo2PElJFEFoB0d,252240.0,4.0
1268,Ohio,"Crosby, Stills, Nash & Young",0.445,0.529,0.0,-10.94,1.0,0.026,0.261,0.0162,0.184,0.749,79.296,spotify:track:0ToHhkK4qtwEyKOxhQpMbJ,183733.0,4.0
1269,Livin' Thing,Electric Light Orchestra,0.549,0.651,0.0,-7.097,1.0,0.0323,0.583,0.0,0.121,0.368,122.818,spotify:track:2hdNya0b6Cc2YJ8IyaQIWp,212307.0,4.0
1271,All the Young Dudes,Mott The Hoople,0.429,0.668,4.0,-7.539,0.0,0.044,0.208,0.0,0.538,0.398,77.737,spotify:track:0WNGPpmWqzPnk0psUhJ3SX,211067.0,4.0
1274,Doctor My Eyes,Jackson Browne,0.48,0.626,5.0,-8.406,1.0,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,spotify:track:3QcuZo6WLcFkqqLmDs0d95,199907.0,4.0
1275,Breakdown,Tom Petty and the Heartbreakers,0.625,0.35,9.0,-8.395,0.0,0.0436,0.398,6.76e-05,0.123,0.69,113.688,spotify:track:5x53pbGk6sbl1BGom19QQ5,163893.0,4.0
1276,Ballroom Blitz,Sweet,0.644,0.799,4.0,-10.856,0.0,0.0598,0.0821,0.00154,0.055,0.889,108.381,spotify:track:3Pu3IChaAoa5EjgUBv5F6x,246573.0,4.0
1279,My Sweet Lord - Remastered 2014,George Harrison,0.537,0.701,1.0,-8.913,0.0,0.0335,0.0972,0.0,0.0832,0.583,120.919,spotify:track:0qdQUeKVyevrbKhAo0ibxS,281227.0,4.0
1280,Fire and Rain,James Taylor,0.611,0.35,5.0,-14.48,1.0,0.0356,0.499,7.84e-06,0.0844,0.36,76.064,spotify:track:3LcYYV9ozePfgYYmXv0P3r,200579.0,4.0
1281,Surrender,Cheap Trick,0.524,0.955,0.0,-7.081,1.0,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,spotify:track:2ccUQnjjNWT0rsNnsBpsCA,253733.0,4.0
1283,Joy To The World,Three Dog Night,0.649,0.679,2.0,-12.515,1.0,0.0316,0.464,0.00121,0.339,0.971,126.867,spotify:track:2ymeOsYijJz09LfKw3yM2x,220573.0,4.0
1284,The Logical Song - Remastered 2010,Supertramp,0.625,0.758,5.0,-6.213,0.0,0.0463,0.512,0.00022,0.153,0.695,119.719,spotify:track:6mHOcVtsHLMuesJkswc0GZ,251253.0,4.0
1285,Come Sail Away,Styx,0.285,0.56,0.0,-7.469,1.0,0.0305,0.13,1.1e-06,0.0987,0.122,147.696,spotify:track:11G0yprQtMU53BLPMSr093,365000.0,4.0
1288,Locomotive Breath,Jethro Tull,0.68,0.53,11.0,-13.105,0.0,0.0889,0.417,0.011,0.0559,0.352,124.551,spotify:track:0MYNeFsKpzBHwrJGfWZysV,266013.0,4.0
1289,Black Magic Woman - Single Version,Santana,0.489,0.349,2.0,-14.295,0.0,0.0323,0.676,0.0789,0.0866,0.622,124.348,spotify:track:4YMQXzscifAREG0a7KNGhB,196467.0,4.0
1297,Dancing With Myself,Billy Idol,0.51,0.696,4.0,-10.83,1.0,0.0802,0.0157,0.000104,0.297,0.905,176.568,spotify:track:1BY1Vd2Bt6JPOhMvsIwtVv,359733.0,4.0
1299,Start Me Up - Remastered 2009,The Rolling Stones,0.631,0.932,5.0,-4.142,1.0,0.0354,0.0436,0.137,0.0918,0.971,122.429,spotify:track:7HKez549fwJQDzx3zLjHKC,213067.0,4.0
1300,"Girls, Girls, Girls",Mötley Crüe,0.6,0.931,7.0,-4.647,1.0,0.0734,0.0296,7.1e-05,0.392,0.542,140.123,spotify:track:5xLyTbCFONUGUuG0LtUxjn,270427.0,4.0
1301,Rock You Like A Hurricane,Scorpions,0.482,0.601,7.0,-12.846,1.0,0.0486,0.00853,0.000187,0.249,0.774,125.619,spotify:track:0XIvZ82aDF7JiSi3ZE320u,252493.0,4.0
1302,I Was Made For Lovin' You,KISS,0.768,0.852,4.0,-6.215,1.0,0.038,0.213,7.45e-05,0.0723,0.867,128.374,spotify:track:2ZSCy3P1QzpJySCWA6NRIU,271240.0,4.0
1307,We're Not Gonna Take It,Twisted Sister,0.502,0.924,4.0,-6.299,1.0,0.0503,0.0127,0.0,0.162,0.922,149.186,spotify:track:5RHG4SQ6iJ1qQJmt3EFJCX,219667.0,4.0
1308,Summer Of '69,Bryan Adams,0.508,0.834,2.0,-6.205,1.0,0.0386,0.0183,0.0,0.0732,0.774,139.131,spotify:track:0GONea6G2XdnHWjNZd6zt3,216053.0,4.0
1309,Any Way You Want It,Journey,0.519,0.934,7.0,-7.137,1.0,0.0471,0.000312,0.00457,0.137,0.586,138.162,spotify:track:2DyHhPyCZgZzNXn1IrtsTu,201867.0,4.0
1313,Every Rose Has Its Thorn - Remastered 2003,Poison,0.533,0.637,6.0,-5.571,1.0,0.0323,0.16,1.12e-05,0.369,0.292,140.167,spotify:track:43GS3mtezoIFiuIZCLLiDY,260173.0,4.0
1314,Here I Go Again 87 - 2007 Remastered Version,Whitesnake,0.39,0.898,7.0,-4.089,1.0,0.045,0.207,6.64e-05,0.217,0.204,90.703,spotify:track:3rdxvEfBp86WNcRDLaFEk9,270160.0,4.0
1315,Walk This Way,Run–D.M.C.,0.767,0.651,6.0,-10.186,0.0,0.0501,0.00841,3.86e-05,0.0609,0.946,105.592,spotify:track:4lRdpZYTwaPpuKpquO6bo3,310960.0,4.0
1317,Poison,Alice Cooper,0.3,0.894,2.0,-7.786,0.0,0.109,0.0515,0.000333,0.125,0.268,118.631,spotify:track:1iQpStZpzBb5TOuTDKJKdj,269600.0,4.0
1319,Unskinny Bop,Poison,0.574,0.93,1.0,-2.949,1.0,0.0413,0.0657,7.78e-06,0.108,0.69,92.303,spotify:track:1Z6lKdYhwp8WYoBqGCKxlM,228067.0,4.0
1321,I Ran,A Flock Of Seagulls,0.525,0.858,9.0,-4.927,0.0,0.0345,0.000466,0.878,0.166,0.669,145.492,spotify:track:1kDWbI0qgA2a11idtF2xNx,220307.0,4.0
1322,Take on Me,a-ha,0.573,0.902,6.0,-7.638,0.0,0.054,0.018,0.00125,0.0928,0.876,84.412,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,225280.0,4.0
1323,Billie Jean,Michael Jackson,0.92,0.654,11.0,-3.051,0.0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,spotify:track:5ChkMS8OtdzJeqyybCc9R5,293827.0,4.0
1327,How Soon Is Now? - 2011 Remaster,The Smiths,0.398,0.93,11.0,-6.76,1.0,0.0615,0.000854,0.121,0.0874,0.725,190.818,spotify:track:1YrnDTqvcnUKxAIeXyaEmU,408173.0,4.0
1328,Just like Heaven - 2006 Remaster,The Cure,0.442,0.935,9.0,-6.903,1.0,0.0424,0.0524,0.000307,0.188,0.514,151.448,spotify:track:1KSkVwl54ghzE1jSbsVNBr,212013.0,4.0
1329,Bad Medicine,Bon Jovi,0.555,0.973,9.0,-3.804,1.0,0.035,0.048,0.0,0.0853,0.805,118.642,spotify:track:72hcFp4tYkd3dbNA9dZ3Pv,316707.0,4.0
1330,Where The Streets Have No Name - Remastered,U2,0.492,0.709,2.0,-9.66,1.0,0.0359,0.0113,0.00564,0.153,0.264,125.799,spotify:track:7h1YqA5MZrRxmkUFpukRcp,336613.0,4.0
1331,Panama - 2015 Remaster,Van Halen,0.526,0.978,8.0,-5.436,1.0,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,spotify:track:05RgAMGypEvqhNs5hPCbMS,210227.0,4.0
1332,Stand - Remastered,R.E.M.,0.65,0.732,4.0,-10.042,1.0,0.0289,0.435,0.0,0.093,0.919,109.292,spotify:track:5xQS3BaNZDrltmswg7B8YD,192960.0,4.0
1333,Jane Says,Jane's Addiction,0.402,0.597,2.0,-9.258,1.0,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,spotify:track:7c1Dar0pIAW7w5TzaGjt9t,287000.0,4.0
1334,Hungry Like the Wolf - 2009 Remaster,Duran Duran,0.691,0.812,0.0,-7.772,1.0,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,spotify:track:39lSeqnyjZJejRuaREfyLL,220627.0,4.0
1335,18 and Life,Skid Row,0.457,0.794,1.0,-6.624,0.0,0.0298,0.000384,7.18e-05,0.131,0.354,90.439,spotify:track:1HlGblweLq0eAwnb0NY1EQ,231280.0,4.0
1336,The Safety Dance,Men Without Hats,0.525,0.882,5.0,-4.479,1.0,0.0467,0.0252,0.0,0.101,0.623,101.674,spotify:track:5O4NFbDqJ8SOfbjnIhdPDt,164867.0,4.0
1337,West End Girls - 2001 Remaster,Pet Shop Boys,0.648,0.947,4.0,-6.617,0.0,0.0369,0.0114,0.0567,0.105,0.602,113.255,spotify:track:7FlwylpJSe3ea6m1IrkizS,245360.0,4.0
1338,Eye of the Tiger,Survivor,0.823,0.562,0.0,-10.134,0.0,0.0318,0.156,0.00033,0.0861,0.562,108.863,spotify:track:64F1ojnPPiJiFZtYQtHB7r,245533.0,4.0
1339,You Spin Me Round (Like a Record),Dead Or Alive,0.567,0.943,6.0,-7.992,0.0,0.0387,0.0312,0.0965,0.544,0.965,128.207,spotify:track:7uHO4AmKtyGa5v5fsElGoC,199667.0,4.0
1340,Shout,Tears For Fears,0.511,0.942,0.0,-10.407,1.0,0.0429,0.174,1.87e-05,0.139,0.498,97.909,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,393667.0,4.0
1341,Tainted Love,Soft Cell,0.569,0.402,0.0,-10.151,1.0,0.0433,0.438,0.0,0.134,0.696,144.635,spotify:track:44hOGg1uFg1XJZGZYNwYmM,162507.0,4.0
1342,Dr Feelgood,Mötley Crüe,0.536,0.959,2.0,-5.126,1.0,0.076,0.000766,0.0533,0.22,0.39,111.012,spotify:track:3xGUsy7FZIOibMKrQGFnRH,282560.0,4.0
1343,One (Remastered),Metallica,0.444,0.703,7.0,-9.443,1.0,0.0641,0.00112,0.0761,0.127,0.419,106.228,spotify:track:10HlI5OL8VIdMh2CaymhbD,447440.0,4.0
1346,Money for Nothing,Dire Straits,0.667,0.655,2.0,-9.339,0.0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,506400.0,4.0
1347,Jessie's Girl,Rick Springfield,0.704,0.77,2.0,-8.843,1.0,0.0526,0.113,0.0,0.101,0.839,131.57,spotify:track:6EUumCXY2GwkIKcuVGfJyM,195933.0,4.0
1348,Come On Eileen,Dexys Midnight Runners,0.45,0.658,2.0,-7.064,1.0,0.0472,0.648,3.14e-06,0.264,0.781,106.799,spotify:track:0EMmVUYs9ZZRHtlADB88uz,287307.0,4.0
1349,Fight For Your Right,Beastie Boys,0.503,0.858,8.0,-6.296,1.0,0.0657,0.00757,0.00234,0.0803,0.419,133.615,spotify:track:5NLuC70kZQv8q34QyQa1DP,208653.0,5.0
1350,Love Will Tear Us Apart - 2010 Remaster,Joy Division,0.525,0.902,2.0,-8.662,1.0,0.0368,0.000989,0.691,0.137,0.907,146.83,spotify:track:1r8oPEXqnhUVgkUkJNqEuF,204621.0,4.0
1351,Runaway,Bon Jovi,0.475,0.899,9.0,-4.321,0.0,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,spotify:track:0X1sqQ652p1sceKM2nJlIJ,230667.0,4.0
1352,Faith - Remastered,George Michael,0.887,0.48,11.0,-11.994,1.0,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,193200.0,4.0
1353,Working for the Weekend,Loverboy,0.526,0.924,7.0,-5.591,1.0,0.0391,0.027,0.000728,0.598,0.793,147.28,spotify:track:0sgDEFq9oeC8ueOK0mR5IA,220707.0,4.0
1354,Everybody Wants To Rule The World,Tears For Fears,0.645,0.795,7.0,-12.095,1.0,0.0527,0.347,0.00389,0.104,0.535,112.067,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,251489.0,4.0
1355,Relax,Frankie Goes To Hollywood,0.676,0.7,11.0,-13.397,0.0,0.0391,0.334,1.4e-05,0.0462,0.692,114.932,spotify:track:5VB2p0S9jlSXEUNT5wckIQ,236800.0,4.0
1356,Blue Monday - 2016 Remaster,New Order,0.793,0.703,0.0,-9.548,1.0,0.0581,0.000726,0.88,0.075,0.856,130.27,spotify:track:1RSy7B2vfPi84N80QJ6frX,450800.0,4.0
1360,Addicted To Love,Robert Palmer,0.702,0.578,2.0,-13.415,1.0,0.031,0.382,5.89e-06,0.0425,0.975,111.617,spotify:track:5izGeTxueiFX1UPFGohY9w,363640.0,4.0
1361,Addicted To Love,Eric 'ET' Thorngren,0.702,0.578,2.0,-13.415,1.0,0.031,0.382,5.89e-06,0.0425,0.975,111.617,spotify:track:5izGeTxueiFX1UPFGohY9w,363640.0,4.0
1362,I Still Haven't Found What I'm Looking For - Remastered 2007,U2,0.565,0.764,1.0,-9.43,1.0,0.0351,0.0139,0.00488,0.079,0.686,100.891,spotify:track:3MRQ3CSjoiV1HFil8ykM9M,277480.0,4.0
1363,Mountain Song,Jane's Addiction,0.324,0.931,9.0,-6.803,1.0,0.0837,0.0155,0.0252,0.277,0.313,82.748,spotify:track:5fKZJHzJ9d3MADArbm9muW,242720.0,4.0
1364,Cum on Feel the Noize,Quiet Riot,0.441,0.908,11.0,-4.627,0.0,0.115,0.000183,0.00328,0.0612,0.632,145.439,spotify:track:6FBmHx1FuaSnTnnnaThgbF,287400.0,4.0
