,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
5045,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",Konzerthaus Kammerorchester Berlin,0.701,0.341,1.0,-12.26,0.0,0.0418,0.499,0.903,0.359,0.163,105.513,spotify:track:5xbuJuQsTVheVZvX2AJVIv,151507.0,3.0
5046,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",Andre de Ridder,0.701,0.341,1.0,-12.26,0.0,0.0418,0.499,0.903,0.359,0.163,105.513,spotify:track:5xbuJuQsTVheVZvX2AJVIv,151507.0,3.0
5047,"Piano Concerto in A Minor, Op.16: I. Allegro molto moderato",Edvard Grieg,0.303,0.119,9.0,-18.055,0.0,0.0386,0.975,0.88,0.112,0.038,94.868,spotify:track:2Z4aQJh0kesRMookvtfR4y,820853.0,4.0
5048,"Piano Concerto in A Minor, Op.16: I. Allegro molto moderato",Javier Perianes,0.303,0.119,9.0,-18.055,0.0,0.0386,0.975,0.88,0.112,0.038,94.868,spotify:track:2Z4aQJh0kesRMookvtfR4y,820853.0,4.0
5049,"Piano Concerto in A Minor, Op.16: I. Allegro molto moderato",BBC Symphony Orchestra,0.303,0.119,9.0,-18.055,0.0,0.0386,0.975,0.88,0.112,0.038,94.868,spotify:track:2Z4aQJh0kesRMookvtfR4y,820853.0,4.0
5050,"Piano Concerto in A Minor, Op.16: I. Allegro molto moderato",Sakari Oramo,0.303,0.119,9.0,-18.055,0.0,0.0386,0.975,0.88,0.112,0.038,94.868,spotify:track:2Z4aQJh0kesRMookvtfR4y,820853.0,4.0
5051,"Barber: Adagio for Strings, Op. 11",Samuel Barber,0.102,0.0733,10.0,-24.133,0.0,0.0488,0.974,0.859,0.28,0.0308,73.954,spotify:track:1CSaCKPIp2yCIDL3t7Fyau,537427.0,3.0
5052,"Barber: Adagio for Strings, Op. 11",Sir Simon Rattle,0.102,0.0733,10.0,-24.133,0.0,0.0488,0.974,0.859,0.28,0.0308,73.954,spotify:track:1CSaCKPIp2yCIDL3t7Fyau,537427.0,3.0
5053,"Barber: Adagio for Strings, Op. 11",Berliner Philharmoniker,0.102,0.0733,10.0,-24.133,0.0,0.0488,0.974,0.859,0.28,0.0308,73.954,spotify:track:1CSaCKPIp2yCIDL3t7Fyau,537427.0,3.0
5054,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",Sergei Prokofiev,0.209,0.101,0.0,-19.383,1.0,0.0403,0.927,0.9,0.0776,0.153,85.851,spotify:track:7HSs4srn1qnZhh7WRWBVOk,341693.0,4.0
5055,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",André Previn,0.209,0.101,0.0,-19.383,1.0,0.0403,0.927,0.9,0.0776,0.153,85.851,spotify:track:7HSs4srn1qnZhh7WRWBVOk,341693.0,4.0
5056,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",London Symphony Orchestra,0.209,0.101,0.0,-19.383,1.0,0.0403,0.927,0.9,0.0776,0.153,85.851,spotify:track:7HSs4srn1qnZhh7WRWBVOk,341693.0,4.0
5057,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,Aram Khachaturian,0.165,0.106,8.0,-21.742,1.0,0.039,0.807,0.782,0.105,0.0336,105.651,spotify:track:2nVt0n0aSj3AwZjakMvDHX,592040.0,3.0
5058,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,London Symphony Orchestra,0.165,0.106,8.0,-21.742,1.0,0.039,0.807,0.782,0.105,0.0336,105.651,spotify:track:2nVt0n0aSj3AwZjakMvDHX,592040.0,3.0
5059,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Alexander Borodin,0.292,0.246,2.0,-14.96,1.0,0.0385,0.922,0.525,0.107,0.0859,109.766,spotify:track:4Dcm4KMuDz0l01weeSpD4J,642573.0,4.0
5060,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Angelina Shvachka,0.292,0.246,2.0,-14.96,1.0,0.0385,0.922,0.525,0.107,0.0859,109.766,spotify:track:4Dcm4KMuDz0l01weeSpD4J,642573.0,4.0
5061,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Dmytro Popov,0.292,0.246,2.0,-14.96,1.0,0.0385,0.922,0.525,0.107,0.0859,109.766,spotify:track:4Dcm4KMuDz0l01weeSpD4J,642573.0,4.0
5062,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Mykola Koval,0.292,0.246,2.0,-14.96,1.0,0.0385,0.922,0.525,0.107,0.0859,109.766,spotify:track:4Dcm4KMuDz0l01weeSpD4J,642573.0,4.0
5063,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Taras Shtonda,0.292,0.246,2.0,-14.96,1.0,0.0385,0.922,0.525,0.107,0.0859,109.766,spotify:track:4Dcm4KMuDz0l01weeSpD4J,642573.0,4.0
5064,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Mykola Hobdych,0.292,0.246,2.0,-14.96,1.0,0.0385,0.922,0.525,0.107,0.0859,109.766,spotify:track:4Dcm4KMuDz0l01weeSpD4J,642573.0,4.0
5065,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Kiev Chamber Choir,0.292,0.246,2.0,-14.96,1.0,0.0385,0.922,0.525,0.107,0.0859,109.766,spotify:track:4Dcm4KMuDz0l01weeSpD4J,642573.0,4.0
5066,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Ukraine National Radio Symphony Orchestra,0.292,0.246,2.0,-14.96,1.0,0.0385,0.922,0.525,0.107,0.0859,109.766,spotify:track:4Dcm4KMuDz0l01weeSpD4J,642573.0,4.0
5067,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Theodore Kuchar,0.292,0.246,2.0,-14.96,1.0,0.0385,0.922,0.525,0.107,0.0859,109.766,spotify:track:4Dcm4KMuDz0l01weeSpD4J,642573.0,4.0
5068,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Gabriel Fauré,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5069,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Sheku Kanneh-Mason,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5070,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Rowena Calvert,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5071,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Ashok Klouda,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5072,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Nicholas Trygstad,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5073,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Caroline Dearnley,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5074,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Desmond Neysmith,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5075,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Josephine Knight,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5076,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Hannah Roberts,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5077,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Chris Murray,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5078,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Robert Max,0.115,0.0422,8.0,-24.137,1.0,0.0404,0.966,0.919,0.0896,0.037,87.855,spotify:track:4QfYHdV8hMoyS9qKUct98q,455467.0,3.0
5079,"Ravel: Pavane pour une infante défunte, M. 19",Maurice Ravel,0.491,0.0176,4.0,-26.911,0.0,0.0644,0.994,0.927,0.0985,0.0901,125.793,spotify:track:3MRQn2RYo2VLYMoStnLRxu,346587.0,3.0
5080,"Ravel: Pavane pour une infante défunte, M. 19",Bertrand Chamayou,0.491,0.0176,4.0,-26.911,0.0,0.0644,0.994,0.927,0.0985,0.0901,125.793,spotify:track:3MRQn2RYo2VLYMoStnLRxu,346587.0,3.0
5081,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",César Franck,0.25,0.135,9.0,-18.615,1.0,0.0488,0.958,0.0349,0.0477,0.179,94.404,spotify:track:0xX7kREWmOGBWzYNcpZwRN,364093.0,4.0
5082,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",Joshua Bell,0.25,0.135,9.0,-18.615,1.0,0.0488,0.958,0.0349,0.0477,0.179,94.404,spotify:track:0xX7kREWmOGBWzYNcpZwRN,364093.0,4.0
5083,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",Jeremy Denk,0.25,0.135,9.0,-18.615,1.0,0.0488,0.958,0.0349,0.0477,0.179,94.404,spotify:track:0xX7kREWmOGBWzYNcpZwRN,364093.0,4.0
5084,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",Pyotr Ilyich Tchaikovsky,0.212,0.119,1.0,-20.511,1.0,0.0366,0.976,0.907,0.087,0.0396,84.346,spotify:track:1Xy6MHSaX3IUGGqst6RzYM,1252322.0,3.0
5085,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",Mariinsky Orchestra,0.212,0.119,1.0,-20.511,1.0,0.0366,0.976,0.907,0.087,0.0396,84.346,spotify:track:1Xy6MHSaX3IUGGqst6RzYM,1252322.0,3.0
5086,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",Valery Gergiev,0.212,0.119,1.0,-20.511,1.0,0.0366,0.976,0.907,0.087,0.0396,84.346,spotify:track:1Xy6MHSaX3IUGGqst6RzYM,1252322.0,3.0
5087,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",Daniil Trifonov,0.212,0.119,1.0,-20.511,1.0,0.0366,0.976,0.907,0.087,0.0396,84.346,spotify:track:1Xy6MHSaX3IUGGqst6RzYM,1252322.0,3.0
5088,Spiegel im Spiegel - Version for Violin and Piano,Arvo Pärt,0.176,0.006,5.0,-42.238,1.0,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,spotify:track:4wudbbceOZKjRlhTtbHvAs,636000.0,3.0
5089,Spiegel im Spiegel - Version for Violin and Piano,Vladimir Spivakov,0.176,0.006,5.0,-42.238,1.0,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,spotify:track:4wudbbceOZKjRlhTtbHvAs,636000.0,3.0
5090,Spiegel im Spiegel - Version for Violin and Piano,Sergej Bezrodny,0.176,0.006,5.0,-42.238,1.0,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,spotify:track:4wudbbceOZKjRlhTtbHvAs,636000.0,3.0
5091,"Symphony No.8 in B minor, D.759 - ""Unfinished"": 1. Allegro moderato",Franz Schubert,0.1,0.0354,11.0,-17.211,0.0,0.0387,0.901,0.865,0.125,0.0426,73.968,spotify:track:52GmHO5DikTIKc3yBmTTT1,906000.0,4.0
5092,"Symphony No.8 in B minor, D.759 - ""Unfinished"": 1. Allegro moderato",Wiener Philharmoniker,0.1,0.0354,11.0,-17.211,0.0,0.0387,0.901,0.865,0.125,0.0426,73.968,spotify:track:52GmHO5DikTIKc3yBmTTT1,906000.0,4.0
5093,"Symphony No.8 in B minor, D.759 - ""Unfinished"": 1. Allegro moderato",Josef Krips,0.1,0.0354,11.0,-17.211,0.0,0.0387,0.901,0.865,0.125,0.0426,73.968,spotify:track:52GmHO5DikTIKc3yBmTTT1,906000.0,4.0
5094,The Sorcerer's Apprentice,Paul Dukas,0.351,0.206,1.0,-22.657,1.0,0.0597,0.797,0.255,0.0738,0.0839,130.415,spotify:track:2OHnoGjn6X6kDwzO7Rw0Y9,577440.0,4.0
5095,The Sorcerer's Apprentice,Philharmonia Orchestra,0.351,0.206,1.0,-22.657,1.0,0.0597,0.797,0.255,0.0738,0.0839,130.415,spotify:track:2OHnoGjn6X6kDwzO7Rw0Y9,577440.0,4.0
5096,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",Wolfgang Amadeus Mozart,0.326,0.33,7.0,-12.967,0.0,0.0406,0.871,0.749,0.128,0.293,118.668,spotify:track:2fC30Rt5tFa6FA2jNb4fiz,435160.0,4.0
5097,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",Riccardo Minasi,0.326,0.33,7.0,-12.967,0.0,0.0406,0.871,0.749,0.128,0.293,118.668,spotify:track:2fC30Rt5tFa6FA2jNb4fiz,435160.0,4.0
5098,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",Ensemble Resonanz,0.326,0.33,7.0,-12.967,0.0,0.0406,0.871,0.749,0.128,0.293,118.668,spotify:track:2fC30Rt5tFa6FA2jNb4fiz,435160.0,4.0
5099,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",Johannes Brahms,0.299,0.00626,9.0,-30.923,1.0,0.0478,0.994,0.901,0.0823,0.0634,69.043,spotify:track:1Oo7XEqkrwifJn17aA0ocF,378733.0,4.0
5100,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",Arcadi Volodos,0.299,0.00626,9.0,-30.923,1.0,0.0478,0.994,0.901,0.0823,0.0634,69.043,spotify:track:1Oo7XEqkrwifJn17aA0ocF,378733.0,4.0
5101,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",Wolfgang Amadeus Mozart,0.191,0.0363,3.0,-25.31,1.0,0.0409,0.991,0.924,0.141,0.0372,69.754,spotify:track:5Zf5prtvv7KRQ1J6kNn4C6,330293.0,4.0
5102,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",Orpheus Chamber Orchestra,0.191,0.0363,3.0,-25.31,1.0,0.0409,0.991,0.924,0.141,0.0372,69.754,spotify:track:5Zf5prtvv7KRQ1J6kNn4C6,330293.0,4.0
5103,Il barbiere di Siviglia: Overture (Sinfonia),Gioachino Rossini,0.322,0.14,4.0,-20.747,1.0,0.0489,0.906,0.759,0.125,0.285,92.122,spotify:track:4dGkPPLnIdVgogqpyaAjbc,425000.0,4.0
5104,Il barbiere di Siviglia: Overture (Sinfonia),Academy of St. Martin in the Fields,0.322,0.14,4.0,-20.747,1.0,0.0489,0.906,0.759,0.125,0.285,92.122,spotify:track:4dGkPPLnIdVgogqpyaAjbc,425000.0,4.0
5105,Il barbiere di Siviglia: Overture (Sinfonia),Sir Neville Marriner,0.322,0.14,4.0,-20.747,1.0,0.0489,0.906,0.759,0.125,0.285,92.122,spotify:track:4dGkPPLnIdVgogqpyaAjbc,425000.0,4.0
5106,"Turandot / Act 3: ""Nessun dorma!""",Giacomo Puccini,0.212,0.301,2.0,-12.505,1.0,0.0384,0.963,0.0033,0.13,0.0798,84.025,spotify:track:74WjYdm3Lvbwnds4thYPUU,177333.0,4.0
5107,"Turandot / Act 3: ""Nessun dorma!""",Luciano Pavarotti,0.212,0.301,2.0,-12.505,1.0,0.0384,0.963,0.0033,0.13,0.0798,84.025,spotify:track:74WjYdm3Lvbwnds4thYPUU,177333.0,4.0
5108,"Turandot / Act 3: ""Nessun dorma!""",John Alldis Choir,0.212,0.301,2.0,-12.505,1.0,0.0384,0.963,0.0033,0.13,0.0798,84.025,spotify:track:74WjYdm3Lvbwnds4thYPUU,177333.0,4.0
5109,"Turandot / Act 3: ""Nessun dorma!""",Wandsworth School Boys Choir,0.212,0.301,2.0,-12.505,1.0,0.0384,0.963,0.0033,0.13,0.0798,84.025,spotify:track:74WjYdm3Lvbwnds4thYPUU,177333.0,4.0
5110,"Turandot / Act 3: ""Nessun dorma!""",London Philharmonic Orchestra,0.212,0.301,2.0,-12.505,1.0,0.0384,0.963,0.0033,0.13,0.0798,84.025,spotify:track:74WjYdm3Lvbwnds4thYPUU,177333.0,4.0
5111,"Turandot / Act 3: ""Nessun dorma!""",Zubin Mehta,0.212,0.301,2.0,-12.505,1.0,0.0384,0.963,0.0033,0.13,0.0798,84.025,spotify:track:74WjYdm3Lvbwnds4thYPUU,177333.0,4.0
5112,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",Edvard Grieg,0.436,0.151,11.0,-20.745,0.0,0.0603,0.955,0.793,0.11,0.359,103.777,spotify:track:3VQ7hwiEfaHDl3AySgyaiR,153267.0,4.0
5113,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",Esa-Pekka Salonen,0.436,0.151,11.0,-20.745,0.0,0.0603,0.955,0.793,0.11,0.359,103.777,spotify:track:3VQ7hwiEfaHDl3AySgyaiR,153267.0,4.0
5114,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor (Tema con variazioni. Quasi presto)",Niccolò Paganini,0.465,0.128,9.0,-17.628,0.0,0.0519,0.978,0.271,0.0423,0.428,111.471,spotify:track:6cC6h5E351deEGFd7Kh9uy,268853.0,4.0
5115,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor (Tema con variazioni. Quasi presto)",Itzhak Perlman,0.465,0.128,9.0,-17.628,0.0,0.0519,0.978,0.271,0.0423,0.428,111.471,spotify:track:6cC6h5E351deEGFd7Kh9uy,268853.0,4.0
5116,"Dolly, Op.56: 1. Berceuse",Gabriel Fauré,0.37,0.0076,4.0,-33.663,1.0,0.0384,0.995,0.91,0.0864,0.278,62.668,spotify:track:3NbAsIxDL0fVgNuCLD152P,176518.0,4.0
5117,"Dolly, Op.56: 1. Berceuse",Katia Labèque,0.37,0.0076,4.0,-33.663,1.0,0.0384,0.995,0.91,0.0864,0.278,62.668,spotify:track:3NbAsIxDL0fVgNuCLD152P,176518.0,4.0
5118,"Dolly, Op.56: 1. Berceuse",Marielle Labèque,0.37,0.0076,4.0,-33.663,1.0,0.0384,0.995,0.91,0.0864,0.278,62.668,spotify:track:3NbAsIxDL0fVgNuCLD152P,176518.0,4.0
5119,"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",Johann Sebastian Bach,0.31,0.0555,7.0,-25.695,1.0,0.0395,0.994,0.906,0.121,0.566,70.515,spotify:track:1ENZ1YHuOp5MMFJlWBQ6V7,140040.0,4.0
5120,"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",Lang Lang,0.31,0.0555,7.0,-25.695,1.0,0.0395,0.994,0.906,0.121,0.566,70.515,spotify:track:1ENZ1YHuOp5MMFJlWBQ6V7,140040.0,4.0
5121,"Symphonic Variations on an African Air, Op.63",Samuel Coleridge-Taylor,0.224,0.0291,7.0,-26.167,1.0,0.0455,0.959,0.845,0.106,0.0538,121.131,spotify:track:2ceu417OdiSxzR3K7B1n2M,1215573.0,4.0
5122,"Symphonic Variations on an African Air, Op.63",Royal Liverpool Philharmonic Orchestra,0.224,0.0291,7.0,-26.167,1.0,0.0455,0.959,0.845,0.106,0.0538,121.131,spotify:track:2ceu417OdiSxzR3K7B1n2M,1215573.0,4.0
5123,"Symphonic Variations on an African Air, Op.63",Grant Llewellyn,0.224,0.0291,7.0,-26.167,1.0,0.0455,0.959,0.845,0.106,0.0538,121.131,spotify:track:2ceu417OdiSxzR3K7B1n2M,1215573.0,4.0
5124,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",Frédéric Chopin,0.225,0.0047,1.0,-30.928,0.0,0.0509,0.992,0.881,0.0722,0.186,163.665,spotify:track:2MSgFefjK0T7Iwjvr3OKqV,259493.0,4.0
5125,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",Mikhail Pletnev,0.225,0.0047,1.0,-30.928,0.0,0.0509,0.992,0.881,0.0722,0.186,163.665,spotify:track:2MSgFefjK0T7Iwjvr3OKqV,259493.0,4.0
5126,The Rite of Spring: Part One: Adoration of the Earth: Introduction,Igor Stravinsky,0.101,0.0241,11.0,-30.172,0.0,0.0485,0.947,0.847,0.0693,0.0329,87.14,spotify:track:1MiWGSGDC5mGoP3MNclZ7s,208587.0,3.0
5127,The Rite of Spring: Part One: Adoration of the Earth: Introduction,Teodor Currentzis,0.101,0.0241,11.0,-30.172,0.0,0.0485,0.947,0.847,0.0693,0.0329,87.14,spotify:track:1MiWGSGDC5mGoP3MNclZ7s,208587.0,3.0
5128,The Rite of Spring: Part One: Adoration of the Earth: Introduction,musicAeterna,0.101,0.0241,11.0,-30.172,0.0,0.0485,0.947,0.847,0.0693,0.0329,87.14,spotify:track:1MiWGSGDC5mGoP3MNclZ7s,208587.0,3.0
5129,"Rêverie, L. 68: Rêverie",Claude Debussy,0.296,0.00896,7.0,-31.948,0.0,0.0394,0.994,0.91,0.0815,0.0673,69.44,spotify:track:43bSKCMWHIuBsUVmQcDX1J,257000.0,3.0
5130,"Rêverie, L. 68: Rêverie",Jean-Yves Thibaudet,0.296,0.00896,7.0,-31.948,0.0,0.0394,0.994,0.91,0.0815,0.0673,69.44,spotify:track:43bSKCMWHIuBsUVmQcDX1J,257000.0,3.0
5131,Violin Concerto No. 10 in G Major: Largo,Joseph Boulogne Chevalier de Saint-Georges,0.212,0.0517,2.0,-24.467,1.0,0.0525,0.928,0.639,0.112,0.152,185.678,spotify:track:3Rw0Rg4LjlYnuxIyioW3vg,397640.0,3.0
5132,Violin Concerto No. 10 in G Major: Largo,Zhou Qian,0.212,0.0517,2.0,-24.467,1.0,0.0525,0.928,0.639,0.112,0.152,185.678,spotify:track:3Rw0Rg4LjlYnuxIyioW3vg,397640.0,3.0
5133,Violin Concerto No. 10 in G Major: Largo,Toronto Chamber Orchestra,0.212,0.0517,2.0,-24.467,1.0,0.0525,0.928,0.639,0.112,0.152,185.678,spotify:track:3Rw0Rg4LjlYnuxIyioW3vg,397640.0,3.0
5134,Violin Concerto No. 10 in G Major: Largo,Kevin Mallon,0.212,0.0517,2.0,-24.467,1.0,0.0525,0.928,0.639,0.112,0.152,185.678,spotify:track:3Rw0Rg4LjlYnuxIyioW3vg,397640.0,3.0
5135,"The Gadfly Suite, Op. 97a: VIII. Romance",Dmitri Shostakovich,0.116,0.0694,0.0,-23.624,1.0,0.0497,0.969,0.644,0.109,0.0377,169.789,spotify:track:6VDHdry8ytOL2WWbePDxSD,195333.0,4.0
5136,"The Gadfly Suite, Op. 97a: VIII. Romance",Piers Lane,0.116,0.0694,0.0,-23.624,1.0,0.0497,0.969,0.644,0.109,0.0377,169.789,spotify:track:6VDHdry8ytOL2WWbePDxSD,195333.0,4.0
5137,"The Gadfly Suite, Op. 97a: VIII. Romance",Tasmin Little,0.116,0.0694,0.0,-23.624,1.0,0.0497,0.969,0.644,0.109,0.0377,169.789,spotify:track:6VDHdry8ytOL2WWbePDxSD,195333.0,4.0
5138,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",Antonio Vivaldi,0.48,0.163,5.0,-19.117,0.0,0.0645,0.81,0.754,0.093,0.212,158.366,spotify:track:64ZxBE1ZgK4C0lGljXzDcG,204147.0,4.0
5139,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",Joshua Bell,0.48,0.163,5.0,-19.117,0.0,0.0645,0.81,0.754,0.093,0.212,158.366,spotify:track:64ZxBE1ZgK4C0lGljXzDcG,204147.0,4.0
5140,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",Academy of St. Martin in the Fields,0.48,0.163,5.0,-19.117,0.0,0.0645,0.81,0.754,0.093,0.212,158.366,spotify:track:64ZxBE1ZgK4C0lGljXzDcG,204147.0,4.0
5141,Young Person's Guide To The Orchestra,Benjamin Britten,0.218,0.117,0.0,-18.585,1.0,0.0489,0.94,0.861,0.15,0.0599,77.009,spotify:track:0w4LgJ5G1Xz5jLS3HX8oyq,1050893.0,4.0
5142,Young Person's Guide To The Orchestra,Royal Philharmonic Orchestra,0.218,0.117,0.0,-18.585,1.0,0.0489,0.94,0.861,0.15,0.0599,77.009,spotify:track:0w4LgJ5G1Xz5jLS3HX8oyq,1050893.0,4.0
5143,Young Person's Guide To The Orchestra,Robin Stapleton,0.218,0.117,0.0,-18.585,1.0,0.0489,0.94,0.861,0.15,0.0599,77.009,spotify:track:0w4LgJ5G1Xz5jLS3HX8oyq,1050893.0,4.0
5144,Rhapsody In Blue,George Gershwin,0.309,0.258,9.0,-15.327,1.0,0.0459,0.976,0.69,0.0924,0.115,74.568,spotify:track:0yzhOPf0iw2qWwcXRRta5L,890000.0,4.0
5145,Rhapsody In Blue,Benjamin Grosvenor,0.309,0.258,9.0,-15.327,1.0,0.0459,0.976,0.69,0.0924,0.115,74.568,spotify:track:0yzhOPf0iw2qWwcXRRta5L,890000.0,4.0
5146,Rhapsody In Blue,Royal Liverpool Philharmonic Orchestra,0.309,0.258,9.0,-15.327,1.0,0.0459,0.976,0.69,0.0924,0.115,74.568,spotify:track:0yzhOPf0iw2qWwcXRRta5L,890000.0,4.0
5147,Rhapsody In Blue,James Judd,0.309,0.258,9.0,-15.327,1.0,0.0459,0.976,0.69,0.0924,0.115,74.568,spotify:track:0yzhOPf0iw2qWwcXRRta5L,890000.0,4.0
5148,"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",Francis Poulenc,0.193,0.0839,8.0,-22.849,1.0,0.0406,0.971,0.822,0.118,0.0569,85.556,spotify:track:6kg7bfwsTKzRqnBGGv4VqR,580253.0,4.0
5149,"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",Yannick Nézet-Séguin,0.193,0.0839,8.0,-22.849,1.0,0.0406,0.971,0.822,0.118,0.0569,85.556,spotify:track:6kg7bfwsTKzRqnBGGv4VqR,580253.0,4.0
